A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AI
0.7653799759,0.6650310072,-0.05442617008,0.7385524372,-0.01841949778,0.7385524372,-0.02886512461,0.3677925545,0.0009301869159,0.5112692308,-0.03943006993,0.6118881119,-0.04037679825,0.5540935673,-0.1108187135,0.8096965987,0.04969687718,0.8200497265,-0.02209713073,0.5848896435,-0.06741438031,0.846740638,-0.1580610749,0.7150216644,0.03390604651,0.9534883721,-0.1350330233,0.5814340392,-0.1037178985,0.7071514183,-0.08357574803,0.5354330709,-0.2367792126,g
0.7653799759,0.3339812063,-0.09740990953,0.429704579,-0.107422452,0.1342836041,-0.2818759657,0.1447446262,-0.01523495327,0.1780043706,-0.0333784965,0.1780043706,0.1611913596,0.2014905848,-0.231710848,0.1863749378,-0.01694148185,0.338866912,0.03190573005,0.07443890492,0.2871281749,0.5234381276,0.138560638,0.2771128086,0.1560288372,0.3918646512,-0.06700162791,0.2442854575,-0.03857510987,0.08999916101,-0.1947048819,0.1557628346,-0.1557628346,b
0.7653799759,0.7653799759,-0.7076167491,0.7385524372,0.5574002954,0.3623116691,-0.02371557632,0.2608880997,-6.39E-17,0.6118881119,-0.0003304195804,0.2770812937,0.04181744152,0.3450008187,-0.03136169591,0.9214190552,-0.0007920934858,0.4923093983,7.57E-17,0.3089971986,0.04414162139,0.8060124133,-0.0009483495146,0.846740638,0.7555918605,0.87904,-0.001220465116,0.667126648,-0.7071514183,0.7071514183,0.2323565354,0.2323565354,-0.06061637795,g
0.7653799759,0.5649269602,0.6378140953,-0.5627031019,-0.1758493353,0.2461816839,-0.05985878505,0.1895486293,-0.05985878505,-0.4117089161,0.07837062937,0.2039606643,3.88E-17,0.1583100731,-0.03957890351,-0.3561065937,0.4767750472,0.2218793635,0.01392622241,0.2645923769,0.02785244482,0.1411262621,-0.2217613731,-0.4848013523,-0.09758,0.2373137209,-0.4870323256,0.7071514183,-5.77E-17,-0.471436636,-0.02549732283,0.1402299213,0.01274866142,b
0.7653799759,0.3348537394,0.03189338359,0.4308197932,-0.07693500739,0.2923412112,3.42E-17,0.1396663084,-0.0261876947,0.2931984266,-1.16E-16,0.1784694056,0.0577199269,0.3001358626,0.01154176901,0.4076951765,-0.2135577225,0.3300420587,-0.1340391596,0.1949612649,0.04873885399,0.2116851595,0.1587638696,0.3351653467,-0.1787790698,0.4196493023,-0.09595906977,0.2946487815,-0.05892692769,0.4125026368,-0.1673228346,0.1784759055,-0.03346456693,g
0.7653799759,0.7653799759,0.7653799759,0,0,0,0,0,0,0.2921398601,-0.5451800699,-0.3151468531,0.2520516228,-0.5290984064,0.1583100731,0.6025688115,0.9318746892,-2.28E-16,0,0,0,0.5252332178,0.1718968169,-0.846740638,-0.9534883721,0.9534883721,-0.9534883721,0.7071514183,0.7071514183,-1.73E-16,0,0,0,b
0.7653799759,0.7287718516,0.05047680941,0.6913884786,0.09623338257,0.6720531758,0.08024747664,0.3556540343,-0.2093423364,0.550840035,0.3752097902,0.4768872378,0.1902092398,0.4003547661,0.2104890643,0.6163885132,0.3806148981,0.8896794033,0.3501266384,0.3115005263,0.257866146,0.3960459986,0.3768927254,0.342421914,0.4214323256,0.327752093,0.4121072093,0.6387698761,0.7071514183,0.1655087895,0.2121385827,0.09976188976,0.1991329134,g
0.7653799759,0.4580033776,0.3086930519,0.6115878877,0.594689808,0.5613072378,0.2962729128,0.3520045171,-0.04602330218,0.5954344406,0.04883479021,0.5863356643,-0.4750077924,0.5095555263,0.4900625146,0.8894930283,-0.04851339632,0.8263212432,0.1060697368,0.5760227165,-0.4070480985,0.733870111,-0.7261224341,0.2422016921,-0.2866472093,0.9534883721,0.1628176744,0.4452083899,0.3017910108,0.6205748702,0.4337382677,0.4389426772,0.368495748,b
0.7653799759,0.7338616285,0.07752533776,0.7385524372,-0.01416543575,0.7260930576,0.0107055296,0.406324081,-0.03903433022,0.6054938811,-0.01661888112,0.599527972,-0.01715473684,0.5540935673,-0.0296052193,0.9318746892,-0.04826179015,0.8744712084,0.009106731749,0.5709692699,-0.0543011545,0.8288659431,-0.04502966713,0.775335,-0.1494593023,0.9122690698,-0.06669651163,0.6433522173,0.009242469037,0.7071514183,-0.05781070866,0.4987237795,-0.03688062992,g
0.7653799759,-1.87E-16,-4.59E-32,-0.2486853767,0.6306351551,-1.54E-16,7.07E-17,0.2885632555,-0.4190031153,0.5940087413,0.1920410839,-0.1593846154,-0.328089883,-0.1675634357,0.3632914474,0.8774066136,0.1527435803,-3.74E-17,0,0,0,-0.1527774133,-0.846740638,2.07E-16,2.34E-16,0.9534883721,-0.9534883721,0,-7.70E-18,0.03144702357,0.3313313386,-8.12E-17,-1.99E-32,b
0.7653799759,0.741905772,0.006704728589,0.7385524372,0.006225997046,0.7286410635,-0.003196993769,0.4100699688,-0.0119164486,0.6107867133,-0.02147727273,0.6118881119,-0.00704252924,0.5540935673,-0.01430115497,0.9318746892,-0.0109495276,0.9177567877,0.0001462224109,0.5848896435,-0.01527731749,0.846740638,-0.04016937587,0.8130318932,-0.0431644186,0.9457460465,-0.03311465116,0.686078306,-0.01752321215,0.7071514183,-0.02064094488,0.5269732283,-0.02201700787,g
0.7653799759,-1.87E-16,-4.59E-32,0.7305686854,-0.1676735598,0.1397267356,-0.02264711838,5.55E-18,1.36E-33,0.5705428322,0.04464947552,0.6118881119,-0.1108187135,0.5540935673,0.03893615497,0.9318746892,-0.105777096,2.59E-17,1.43E-16,0.5848896435,-0.1233005857,0.846740638,-0.3524303883,8.63E-17,2.34E-16,0.9534883721,-0.1675088372,0,-1.73E-16,0.7071514183,-0.1389234646,0.1548418898,-0.08393448819,b
0.7653799759,0.4907769481,0.01073828106,0.2521861152,-0.01801329394,0.3895937962,0.01452264798,0.08175588785,0.05109742991,0.2650270979,0.02909527972,0.1343155594,0.02702868421,0.1621721053,-3.97E-17,0.340926355,-1.56E-16,0.2954695077,0.04279637521,0.1569200424,0.07132729202,0.2006605964,0.04922103329,0.1858680374,0.09302232558,0.1840613953,0.05378627907,0.1231150619,0.03892161406,0.1379793847,2.24E-17,0.09141448819,0.0391776378,g
0.7653799759,0.7653799759,0.7653799759,0.7385524372,-0.7385524372,1.81E-16,0,0,0,0.6118881119,0.6118881119,0.6118881119,-0.5540935673,0.5540935673,0.5540935673,0.9318746892,-0.9318746892,2.28E-16,0,0,0,0.846740638,-0.2352076144,5.76E-17,2.34E-16,0.9534883721,-0.9534883721,0.7071514183,0.7071514183,0.7071514183,-0.5354330709,1.31E-16,3.21E-32,b
0.7653799759,0.2655409288,0.1561987455,0.3466691285,0.1808714919,0.3014475628,0.08551015576,0.1966758723,0.1881240187,0.1873111888,0.3621398601,0.0749256993,0.3053166374,-1.44E-16,0.282698538,-0.05704936847,0.5134815912,-0.1901769866,0.3222858913,-0.16710882,0.2626037521,-0.2419222677,0.2764862205,-0.5184084882,0.2140486047,-0.4441253488,0.142022093,-0.4185204954,0.129882501,-0.2453391131,-3.48E-17,-0.142055748,-0.1311275591,g
0.7653799759,-1.87E-16,-4.59E-32,0.7385524372,-0.7385524372,1.81E-16,0,0,0,0.6118881119,0.6118881119,0.6118881119,-0.1404183918,0.5540935673,0.1290373099,0.9318746892,-0.9318746892,2.28E-16,0,0,0,0.846740638,0.846740638,-2.07E-16,2.34E-16,0.9534883721,-0.9534883721,0,-1.73E-16,0.7071514183,-0.5354330709,1.31E-16,3.21E-32,b
0.7653799759,0.6865917612,0.2926430338,0.6733825702,0.276957164,0.5484859675,0.2834430374,0.1910151402,0.3265752181,0.1169807692,0.544402972,-0.01349825175,0.476681155,-0.1140767836,0.4563126754,-0.3494530085,0.630385271,-0.4659373446,0.2795421562,-0.4300635059,0.2236325552,-0.7284425035,0.0747163939,-0.6288319348,-0.1191860465,-0.6476569767,-0.2300862791,-0.3899727926,-0.3015788654,-0.3119810627,-0.2716519685,-0.1535407874,-0.3031514961,g
0.7653799759,-0.7653799759,0.2151100422,0.1641211226,0.1110265879,-0.5590324963,-0.2974251713,-0.128713567,0.2985061994,-0.6118881119,0.6118881119,-0.4999064685,0.1883197807,-0.4382048977,-0.01448400585,-0.9136006266,-0.7735212233,-0.5603455694,-0.3172909338,-0.02675870119,-0.4854993463,0.7969353537,-0.7969353537,-0.846740638,-0.4113062791,0.7092523256,0.08749209302,-0.7071514183,0.03697694766,0.1294157811,0.01399622047,-0.2152494488,-0.2582982677,b
0.7653799759,0.2041038782,-0.07653799759,0.3938921713,-1.57E-16,0.2461816839,-0.05586568536,0.1536358723,0.04888509346,0.3467386364,0.01020017483,0.4385218531,0.04617261696,0.3878654971,-0.03694141813,0.496996728,0.1863749378,0.3882842268,-0.009750110357,0.1852170034,0.1169779287,0.5927184466,-1.97E-16,0.2116851595,0.1271286047,0.4406451163,0.05186023256,0.2828605673,0.02356935677,0.3300063524,0.01784598425,0.2230988976,-0.02677165354,g
0.7653799759,-0.2041038782,0.3061519903,-0.2016469719,0.08980059084,-0.1312998523,-0.01862049844,0.0259446729,-0.0288232243,0.02729632867,0.01575611888,-0.00541520979,0.01510459064,-0.008787923977,-0.0009197953216,-0.000866643461,-0.008228453506,0.004379811039,-0.0008948811545,0.000807147708,0.001392037351,-0.0009652843273,0.0008636754508,-0.0005842510402,-0.000476744186,0.0001811627907,-0.00041,0.0001838593688,3.54E-05,-8.66E-21,8.03E-05,-4.28E-05,1.07E-05,b
0.7653799759,0.7653799759,-0.2896044753,0.4790620384,0.2195716396,0.4790620384,-0.1019183178,0.3623790343,0.07927119938,0.6118881119,-0.165375,0.3142106643,8.44E-17,0.3444356433,-0.02994875731,0.3022255992,-0.2014899453,0.6693935455,-0.1033266044,0.3635791002,0.03161328523,0.6407794452,0.1144285298,0.2975023232,-0.283472093,0.5819234884,-0.2113216279,0.4135280064,-0.1628357571,0.5160296045,-0.3183631496,0.2749502362,-0.1302387402,g
0.7653799759,0.723521345,-0.02691075995,-0.7385524372,-0.2452215657,-0.7385524372,-0.006549018692,0.4075475701,0.004910716511,0.5712526224,-0.01195017483,-0.6118881119,0.09090459064,-0.5540935673,-0.002166505848,0.8881977225,-0.03276471407,0.8590766385,-0.01599088285,-0.5803216553,0.06854321732,-0.7905085922,0.2943778502,0.8103561928,-0.003728139535,0.7822513953,0.1311809302,0.6380910108,-0.04696192569,-0.7071514183,-0.1003937008,-0.5354330709,-0.1840551181,b
0.7653799759,0.7286570446,0.01725166466,0.6924446086,-0.009394387001,0.6907385524,0.005086697819,0.4051969626,-0.007265514019,0.5931398601,0.003181818182,0.5853627622,-0.0169774269,0.5278295322,-0.002244078947,0.9270289408,-0.02477854799,0.9297220587,0.01048122241,0.5473631239,-0.02907486418,0.7943697295,-0.02006775312,0.821778724,-0.04243976744,0.9173988372,-0.01570395349,0.6887584099,0.01349244906,0.6748628845,-0.01825826772,0.5131483465,0.004331653543,g
0.7653799759,0.7653799759,-0.04231785887,0.7385524372,-0.7385524372,0.3692762186,-0.04655543614,0.151306215,-0.09311087227,0.6118881119,-0.1573286713,0.1019833916,-0.06156533626,0.5540935673,-0.1920488304,0.9318746892,-0.362061273,0.9318746892,-0.250695399,9.72E-17,-0.1462224109,0.846740638,-0.4261899653,0.846740638,-0.26486,0.9534883721,-0.5443655814,0.7071514183,-0.196432521,0.7071514183,-0.3381581102,0.5354330709,-0.3530377953,b
0.7653799759,0.2375280217,-0.0791785585,0.1782717873,-0.07640324963,0.1528064993,-0.02889864486,0.03102718069,-0.02275605919,0.0223277972,-0.02257255245,0.01044493007,-0.01320404971,0.004105833333,-0.008211666667,0.002618567877,-0.008321640975,0.0007268622576,-0.003058972835,-1.75E-05,-0.001748820034,-0.0002370873786,-0.001405589459,-0.0002624895978,-0.0008581395349,-0.000238372093,-0.0004576744186,-0.0001272872553,-0.0001697163404,-8.49E-05,-6.43E-05,-4.28E-05,-3.21E-05,g
0.7653799759,0.4802376659,-0.06002875151,0.5358124077,-2.41E-16,0.4489217134,-0.03286241433,0.2629035047,-0.04929571651,0.4199204545,-0.07198863636,0.4079274476,-0.07604934211,0.3585317836,-0.05432333333,0.5116178419,-0.1096350572,0.5116178419,-0.1261548472,0.3440554839,-0.1146851613,0.5644965811,-0.1992296047,0.3818630929,-0.243044186,0.4997137209,-0.2352065116,0.402107511,-0.2218546145,0.3050439073,-0.1154875591,0.2519694488,-0.1469817323,b
0.7653799759,0.191344994,0.1275658806,0.3446602659,0.1969497784,0.1405908419,0.1004182866,0.03253978193,0.08354503115,0.006547202797,0.09130594406,-0.01448339161,0.05645105263,-0.02041834795,0.03500209064,-0.0350944008,0.03222422675,-0.03009955246,0.008960509338,-0.01447016978,0.002088056027,-0.01461474341,-0.002311601942,-0.009288744799,-0.005139302326,-0.005921162791,-0.00558744186,-0.00207902517,-0.003677187375,-0.0006293647623,-0.002184566929,0.0001338582677,-0.001558110236,g
0.7653799759,-0.5022806092,0.1195906212,0.04615952733,-1.13E-17,-2.77E-33,0.0261876947,0.261876947,0.0261876947,0.114729021,-2.34E-17,-0.0191215035,0.05194627193,0.03463084795,-8.48E-18,0.1456054202,-0.1456054202,0.4076951765,-0.2193336163,6.72E-17,-0.05483340407,0,-6.48E-18,0.02646064494,-0.4469476744,0.02979651163,-7.30E-18,-0.5082650819,0.02209848182,-0.02209848182,0,-1.23E-17,0.05019685039,b
0.7653799759,0.7653799759,-0.008273757539,0.7385524372,-0.01996307238,0.7385524372,-0.02717654206,0.3986186137,-0.00679623053,0.6052736014,-0.01984353147,0.6052736014,0.04792355263,0.5540935673,-0.03593850877,0.8865389856,0.08562996519,0.9117275584,-0.003164252971,0.5848896435,0.03793594228,0.846740638,0.03661306519,0.8284341054,0.08761604651,0.93972,0.01192813953,0.7071514183,-0.0229329205,0.7071514183,0.01447275591,0.5354330709,-0.03762488189,g
0.7653799759,0.6526471592,0.04152951749,0.7385524372,0.05959379616,0.7385524372,0.4190031153,0.3832747196,-0.003247274143,0.5122788462,0.02371678322,0.6118881119,0.1504530263,0.5540935673,0.5540935673,0.7584994033,0.0433414918,0.8451917056,0.06801096774,0.5848896435,0.2963635823,0.846740638,-0.846740638,0.6826423024,0.0369572093,0.9534883721,0.6828216279,0.5975146624,0.04933795445,0.7071514183,0.4675240945,0.5354330709,0.5354330709,b
0.7653799759,0.6917044994,-0.01227669481,0.7385524372,0.05923929099,0.7385524372,0.006720809969,0.3898740187,0.002241666667,0.5726232517,-0.009814685315,0.6118881119,1.36E-16,0.5540935673,0.03555618421,0.9318746892,0.04485112879,0.8521434908,0.02502157895,0.5661205348,0.01251078947,0.8376805132,-0.01358171983,0.8150471359,0.05099255814,0.924635814,0.04244930233,0.6201788654,0.007566520176,0.7071514183,0.04867622047,0.5239801575,0.03435874016,g
0.7653799759,-0.1569028951,0.2200467431,0.1698670606,0.07385524372,0.2086410635,0.1330334891,0.1351285047,0.1466510903,0.2220236014,-0.2118173077,0.05659965035,0.152375731,-0.05263888889,0.1163596491,-0.08153903531,0.218990552,-0.31858,0.1837021392,-0.2807470289,-0.04679117148,0.25324319,0.2809146741,-0.49110957,-0.2288372093,0.306927907,-0.271505814,-0.3323611666,0.1308230124,-0.1916663204,-0.1672050394,0.2165559055,0.01633070866,b
0.7653799759,0.4592279855,0.0255101146,0.4677474151,0.04923929099,0.5169867061,0.02793493769,0.2933021807,-7.18E-17,0.3875270979,-2.15E-16,0.4895104895,9.95E-17,0.4063334357,-9.95E-17,0.6523122824,0.09318746892,0.6212528991,0.05848896435,0.4289171222,-0.01949437182,0.6491706449,-2.90E-16,0.5362662483,0.1271286047,0.6286539535,0.09695069767,0.424290851,0.0942844986,0.424290851,0.08924062992,0.3391058268,0.08924062992,g
0.7653799759,0.04489718938,-0.006413884198,0.04951255539,0.006189069424,-1.52E-18,-0.004680264798,0.002342227414,-0.01638721184,0.01025524476,-0.0461486014,-0.003420454545,0.02940574561,0.0356005117,-0.01857321637,2.17E-17,0.08850013923,-0.05987294878,0.04411237691,-0.02777640917,0.01470412564,0.02364946602,-0.004733280166,0.007095686546,0.00533,0.09854302326,-0.007990232558,0.02173076308,-0.001972952457,0.03160259688,6.23E-18,0.02542771654,-0.01794771654,b
0.7653799759,0.7244551086,0.2197635525,0.5358493353,0.496661743,0.3512850812,0.3454890187,0.00530876947,0.373369486,-0.1521826923,0.5168924825,-0.291527972,0.3107301316,-0.4204517398,0.2312952778,-0.6192773247,0.0671695276,-0.6096883342,-0.1141997029,-0.3069208404,-0.2573514431,-0.2612279542,-0.4664609501,-0.03487724688,-0.617784186,0.1533686047,-0.5379581395,0.2598922893,-0.2963035158,0.3257068718,-0.1206598425,0.2697297638,-0.03201889764,g
0.7653799759,0.04178974668,0.01099851025,-0.01909896603,0.03395864106,0.01061299852,0.01926576324,-0.03251045171,0.003611806854,0.01054895105,-0.04043968531,-0.02286013986,0.02388143275,-0.04617261696,-0.02547722222,-0.08836967678,0.07497863749,-0.03748931875,0.03025049236,0.01176213073,0.0134466129,-0.03163423024,-0.009729049931,0.02676547157,-0.008219069767,0.008219069767,0.01643813953,0.01828693568,0.008125169796,0.01828693568,0.006152125984,-0.0246192126,-0.003078740157,b
0.7653799759,0.5542422557,-0.008296718938,0.5886558346,0.008005908419,0.5908419498,0.0008254361371,0.3310753115,0.004541993769,0.4798671329,-0.006027097902,0.5100087413,0.01801358187,0.4716610673,0.009281067251,0.7464223073,-0.007343172551,0.7372340229,-0.01728933786,0.4442880221,0.01959380306,0.6331757143,0.046714681,0.6148268447,-0.01409255814,0.7441118605,0.005835348837,0.5239214143,-0.03553435877,0.5866245306,0.01582740157,0.4230724409,0.004219212598,g
0.7653799759,0.02948243667,0.01965495778,0.003161004431,-4.39E-18,0.01474889217,-0.008367492212,0.008966666667,-0.02092082555,-0.02967657343,-0.007856643357,0.008731643357,-0.0126444152,7.55E-18,-0.01817980994,-0.04387266037,-0.02658638488,-0.01595369468,0.02085716469,0.01251663837,0.002503327674,0.04348859917,-0.01932262136,0.04348859917,0.01767767442,0.03808232558,0.01496023256,0.01412181382,0.005041989612,-0.01815964842,-0.009926929134,-0.007640629921,0.01069259843,b
0.7653799759,0.3604174306,0.1741315983,0.3126144756,0.2481388479,0.1895199409,0.1995250935,0.007759937695,0.2072850312,-0.01294755245,0.3302237762,-0.2088190559,0.1729713889,-0.2286744152,0.1803020468,-0.4807261959,0.06409434112,-0.4659373446,-0.0680811545,-0.08665140068,-0.08510144312,-0.1254446255,-0.322565846,-0.1971212205,0.002526744186,0.03407767442,-0.3026276744,0.1122461446,-0.1534023572,0.1758544147,-0.1303190551,0.1430677165,0.02266488189,g
0.7653799759,0.0665574427,0.005250506634,0.1030945347,-0.03042097489,0.07774002954,-0.03451747664,0.05273573209,-0.02588601246,0.1428208042,-0.007,0.07561101399,0.04310847953,0.08114700292,-0.07480817251,0.2708214222,-0.04477657882,0.1769909597,0.04283146859,0.06825662139,-1.67E-17,0.09494502774,-0.001939036061,0.1278832386,-0.09818069767,0.08073186047,0.01309139535,0.07929288853,-0.04692656812,0.06796432281,-0.03920976378,0.06248503937,-0.03675748031,b
0.7653799759,0.7220058926,0.2952376719,0.3564475628,0.4766174298,0.1593205318,0.3247860748,-0.2343945327,0.2719288318,-0.4508085664,0.2572867133,-0.465347028,-8.51E-17,-0.3474499123,-0.1722067398,-0.3577560119,-0.5792253506,-0.119252004,-0.4052524873,0.2919125722,-0.3721067912,0.6052586755,-0.3188825243,0.625377233,-0.05228930233,0.5730274419,0.289707907,0.3219023971,0.4279114662,0.01939009189,0.2916985827,-0.115503622,0.2701634646,g
0.7653799759,0.01511625452,0.00539592883,0.03020679468,-0.006248153619,0.01562776957,0.00472635514,0.00472635514,0.0183188162,0.001725524476,0.0008627622378,0.01208479021,-0.01719352339,-0.01094334795,0.03360577485,-0.03811367479,0.02497424167,-0.02234635505,-0.002474083192,0.02557137521,-0.01485034805,0.0155292233,-3.80E-18,-9.32E-34,-0.01209976744,0.01748697674,-0.01075534884,0.003988333999,-0.0109679185,-0.01197207351,-0.01283968504,0.00377480315,-9.25E-19,b
0.7653799759,0.6562061761,0.0005740349819,0.6050738552,-0.04192023634,0.5725332349,-0.01752271028,0.3532908567,0.03786531153,0.5278024476,0.07311451049,0.5387736014,-0.03393269006,0.4340879825,0.01944868421,0.7801561711,-0.06333020388,0.7787676778,-0.08299584041,0.5154339983,0.006989431239,0.7664272885,0.01896699029,0.6747337448,-0.01851674419,0.7855123256,-0.03506930233,0.6231771874,-0.0454203356,0.5228394726,-0.01039811024,0.4234686614,-0.04918488189,g
0.7653799759,0.7653799759,-0.7653799759,0.7385524372,0.7385524372,-0.7385524372,0.4190031153,0.4190031153,-0.4190031153,0.6118881119,-0.6118881119,-0.6118881119,-0.5540935673,-0.5540935673,0.5540935673,0.9318746892,0.9318746892,0.9318746892,0.5848896435,-0.5848896435,0.5848896435,0.846740638,-0.846740638,0.846740638,-0.9534883721,0.9534883721,0.9534883721,0.7071514183,0.7071514183,-0.7071514183,0.5354330709,-0.5354330709,0.5354330709,b
0.7653799759,0.6521726236,0.3004269481,0.2872008863,0.5644903988,0.06542097489,0.4144066511,-0.1786000779,0.3718401246,-0.4664361888,0.3058216783,-0.5696188811,0.05966479532,-0.4759663743,-0.172012807,-0.6153168573,-0.5149725908,-0.1794790651,-0.5033735739,0.1663660102,-0.4708127674,0.5474093551,-0.2983067268,0.6588827601,-0.2223916279,0.683632093,0.2035030233,0.2675153815,0.412339992,0.1390754694,0.3550724409,-0.0600488189,0.3476727559,g
0.7653799759,0.7653799759,0.7653799759,0.7385524372,0.3785081241,0.4615952733,-0.4190031153,0.4190031153,0.4190031153,0.0152972028,0.0191215035,0.6118881119,0.5540935673,-1.36E-16,-3.32E-32,0.9318746892,-0.9318746892,0.9318746892,0.5848896435,0.5848896435,0.5848896435,0.2646064494,0.846740638,0.846740638,0.9534883721,0.9534883721,0.9534883721,0.7071514183,0.7071514183,-0.667374151,0.5354330709,-1.31E-16,-3.21E-32,b
0.7653799759,0.7653799759,0.4202089144,0.4634047267,0.7385524372,0.01448301329,0.4190031153,-0.2053953271,0.3861407009,-0.5039082168,0.3599370629,-0.6118881119,0.06518910819,-0.5323620175,-0.1846960088,-0.6029788364,-0.639517643,-0.2192607956,-0.5046135399,0.2064309508,-0.5848896435,0.6309064494,-0.6143018655,0.7803307698,-0.205657907,0.8855427907,0.2085851163,0.5130312825,0.402107511,0.1663856572,0.4829392126,-0.06299370079,0.4829392126,g
0.7653799759,-1.87E-16,-4.59E-32,-0.7385524372,-0.7385524372,-0.7385524372,0.4190031153,-1.03E-16,-2.51E-32,-0.6118881119,0.6118881119,0.6118881119,0.5540935673,0.5540935673,-0.5540935673,0,0,0,-1.43E-16,-0.5848896435,-0.5848896435,-0.846740638,0.846740638,0.846740638,0.4171511628,0.9534883721,-0.9534883721,0,1.73E-16,-0.7071514183,-0.5354330709,-0.5354330709,0.5354330709,b
0.7653799759,0.3401654765,0.3401654765,0.3965657312,0.6703323486,-0.1641211226,0.4190031153,-0.1396663084,0.3724476791,-0.6118881119,0.2039606643,-0.6118881119,-0.06156533626,-0.5540935673,-0.1231306725,-0.6212528991,-0.7247934958,0.5177123023,-0.5848896435,-0.1299741766,-0.4549154669,0.6585779334,-0.1881627046,0.2822440569,2.15E-16,0.8783534884,0.4292509302,0.4062867759,0.5965034359,0.1571431882,0.5354330709,-0.2974651969,0.5354330709,g
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34E-16,0.9534883721,-2.34E-16,0,0,0,0,0,0,b
0.7653799759,0.7653799759,-1.87E-16,0.7385524372,-2.71E-16,0.3692762186,0.2095015576,0.3142523364,-7.70E-17,0.5580480769,0.07400174825,0.5449903846,0.07873669591,0.4816292105,0.08991830409,0.6989060169,0.2329686723,0.6989060169,0.2924448217,0.4386672326,-1.07E-16,0.846740638,-0.2116851595,0.423370319,0.476744186,0.7050474419,0.2516065116,0.5303635637,0.1767878546,0.4924248901,0.155671811,0.3613798425,0.1621987402,g
-1.87E-16,-0.7653799759,0.7653799759,0.7385524372,0.7385524372,-1.81E-16,1.03E-16,0.4190031153,-0.4190031153,0.6118881119,-0.6118881119,0.6118881119,-0.5540935673,-0.5540935673,-0.5540935673,0,2.28E-16,-0.9318746892,-0.5848896435,1.43E-16,3.51E-32,0,2.07E-16,-0.846740638,-0.9534883721,0.9534883721,-0.9534883721,0.7071514183,0.7071514183,-0.7071514183,-0.5354330709,1.31E-16,3.21E-32,b
0.7653799759,0.7653799759,-1.87E-16,0.7385524372,-3.01E-16,0.4923707533,0.04655543614,0.4190031153,-0.04655543614,0.5439012238,-0.06798688811,0.6118881119,-0.1231306725,0.4309628947,-1.06E-16,0.7247934958,-4.06E-16,0.9318746892,-0.06498708829,0.4549154669,-0.06498708829,0.5644965811,-0.09408135229,0.5644965811,2.11E-16,0.8614481395,-0.05103069767,0.7071514183,0.07857159409,0.6285798242,-0.0594919685,0.5354330709,-1.31E-16,g
0,0,0,0,0,0,0,0,0,0,1.50E-16,-0.6118881119,-0.5540935673,1.36E-16,3.32E-32,0.9318746892,0.6989060169,-1.71E-16,0,0,0,-0.846740638,0.846740638,-2.07E-16,2.34E-16,0.9534883721,-0.9534883721,-0.7071514183,-0.7071514183,0.7071514183,0.5354330709,-1.31E-16,-3.21E-32,b
0.7653799759,0.7653799759,0.347903468,0.7385524372,-0.3357090103,0.7385524372,0.03809157321,0.4190031153,-0.03809157321,0.6118881119,-3.00E-16,0.6118881119,-0.1511179386,0.5540935673,-0.1007452924,0.9318746892,0.084716728,0.9318746892,1.43E-16,0.5848896435,-0.2126892699,0.846740638,0.0769771914,0.846740638,-0.08668162791,0.9534883721,-0.0468544186,0.7071514183,0.3214356772,0.7071514183,-0.1460286614,0.5354330709,-0.09735244094,g
0.7653799759,0.4754616948,-0.4870572014,0,0,0,3.54E-17,0.1444303738,0.1206226168,0.2619064685,0.2410472028,-0.04635664336,0.2875413158,0.2014905848,0.1742014766,-0.5012367578,0.3070993038,0.1129525311,-0.08640574703,0.01107780985,-0.3123837097,-0.4875193897,0.1507452358,0.2469688419,-0.2600448837,0.2455995349,-0.5489804651,0.3053621254,0.1714276468,0.1285742709,-0.0121703937,0.09126456693,-0.2230988976,b
0.7653799759,0.7653799759,0.09004695416,0.7385524372,0.173774003,0.7385524372,0.1725287227,0.4190031153,0.02464576324,0.6118881119,0.1439711538,0.6118881119,0.06518910819,0.5540935673,0.2607508918,0.9318746892,-0.05481286922,0.9318746892,-0.06881226655,0.5848896435,0.2064309508,0.846740638,0.3486539251,0.846740638,-0.112177907,0.9534883721,0.1928430233,0.7071514183,0.04159464642,0.7071514183,0.188975748,0.5354330709,0.1259820472,g
0.7653799759,-1.87E-16,-4.59E-32,-0.7385524372,-0.4635598227,0.7385524372,0.2139597508,0.03343225857,-0.0980634891,-0.6118881119,-0.2213199301,0.07811363636,-0.3271534649,0.5540935673,-0.5540935673,0,-1.89E-16,0.7732602984,-0.04666834465,-0.1462224109,0.5848896435,0.144123724,-0.5990266644,1.47E-16,-4.47E-17,-0.1825834884,-0.4463183721,-0.1579776268,-0.3460516181,0.5266015182,0.4841707087,-0.3617011024,0.2449338583,b
0.7653799759,0.7016008625,0.2232383776,0.6154579025,-0.1230945347,0.5231388479,0.1047507788,0.3666277259,-0.0349155296,0.5608994755,0.02549737762,0.5099047203,0.06926169591,0.3924810965,-9.61E-17,0.8153903531,0.0388312183,0.9318746892,0.04873885399,0.3899283786,-0.04873885399,0.6350554785,0.1411262621,0.7056143759,-0.1191860465,0.7989851163,0.05247046512,0.7071514183,0.147320855,0.5008965641,9.29E-17,0.3792633071,0.02231149606,g
